"Year_of_issue","Probability","Index","Aggregation","District","Month_of_issue","Category"
"2007",0.16,"SPI DJ","SPI 2","Changara","10","Leve"
"2008",0.21,"SPI DJ","SPI 2","Changara","10","Leve"
"2009",0.41,"SPI DJ","SPI 2","Changara","10","Leve"
"2010",0.24,"SPI DJ","SPI 2","Changara","10","Leve"
"2011",0.16,"SPI DJ","SPI 2","Changara","10","Leve"
"2012",0.41,"SPI DJ","SPI 2","Changara","10","Leve"
"2013",0.11,"SPI DJ","SPI 2","Changara","10","Leve"
"2014",0.29,"SPI DJ","SPI 2","Changara","10","Leve"
"2015",0.45,"SPI DJ","SPI 2","Changara","10","Leve"
"2016",0.15,"SPI DJ","SPI 2","Changara","10","Leve"
"2017",0.26,"SPI DJ","SPI 2","Changara","10","Leve"
"2018",0.2,"SPI DJ","SPI 2","Changara","10","Leve"
"2019",0.32,"SPI DJ","SPI 2","Changara","10","Leve"
"2020",0.29,"SPI DJ","SPI 2","Changara","10","Leve"
"1993",0.24,"SPI DJ","SPI 2","Marara","10","Leve"
"1994",0.37,"SPI DJ","SPI 2","Marara","10","Leve"
"1995",0.12,"SPI DJ","SPI 2","Marara","10","Leve"
"1996",0.24,"SPI DJ","SPI 2","Marara","10","Leve"
"1997",0.16,"SPI DJ","SPI 2","Marara","10","Leve"
"1998",0.09,"SPI DJ","SPI 2","Marara","10","Leve"
"1999",0.19,"SPI DJ","SPI 2","Marara","10","Leve"
"2000",0.27,"SPI DJ","SPI 2","Marara","10","Leve"
"2001",0.31,"SPI DJ","SPI 2","Marara","10","Leve"
"2002",0.47,"SPI DJ","SPI 2","Marara","10","Leve"
"2003",0.21,"SPI DJ","SPI 2","Marara","10","Leve"
"2004",0.23,"SPI DJ","SPI 2","Marara","10","Leve"
"2005",0.16,"SPI DJ","SPI 2","Marara","10","Leve"
"2006",0.27,"SPI DJ","SPI 2","Marara","10","Leve"
"2007",0.12,"SPI DJ","SPI 2","Marara","10","Leve"
"2008",0.16,"SPI DJ","SPI 2","Marara","10","Leve"
"2009",0.36,"SPI DJ","SPI 2","Marara","10","Leve"
"2010",0.21,"SPI DJ","SPI 2","Marara","10","Leve"
"2011",0.12,"SPI DJ","SPI 2","Marara","10","Leve"
"2012",0.43,"SPI DJ","SPI 2","Marara","10","Leve"
"2013",0.07,"SPI DJ","SPI 2","Marara","10","Leve"
"2014",0.28,"SPI DJ","SPI 2","Marara","10","Leve"
"2015",0.44,"SPI DJ","SPI 2","Marara","10","Leve"
"2016",0.2,"SPI DJ","SPI 2","Marara","10","Leve"
"2017",0.29,"SPI DJ","SPI 2","Marara","10","Leve"
"2018",0.2,"SPI DJ","SPI 2","Marara","10","Leve"
"2019",0.28,"SPI DJ","SPI 2","Marara","10","Leve"
"2020",0.32,"SPI DJ","SPI 2","Marara","10","Leve"
"1993",0.16,"SPI DJF","SPI 3","Chibuto","10","Leve"
"1994",0.42,"SPI DJF","SPI 3","Chibuto","10","Leve"
"1995",0.06,"SPI DJF","SPI 3","Chibuto","10","Leve"
"1996",0.3,"SPI DJF","SPI 3","Chibuto","10","Leve"
"1997",0.32,"SPI DJF","SPI 3","Chibuto","10","Leve"
"1998",0.01,"SPI DJF","SPI 3","Chibuto","10","Leve"
"1999",0.17,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2000",0.2,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2001",0.29,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2002",0.46,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2003",0.22,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2004",0.15,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2005",0.17,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2006",0.42,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2007",0.25,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2008",0.11,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2009",0.3,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2010",0.13,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2011",0.24,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2012",0.29,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2013",0.17,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2014",0.26,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2015",0.66,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2016",0.2,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2017",0.2,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2018",0.32,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2019",0.36,"SPI DJF","SPI 3","Chibuto","10","Leve"
"2020",0.4,"SPI DJF","SPI 3","Chibuto","10","Leve"
"1993",0.24,"SPI DJF","SPI 3","Guija","10","Leve"
"1994",0.39,"SPI DJF","SPI 3","Guija","10","Leve"
"1995",0.04,"SPI DJF","SPI 3","Guija","10","Leve"
"1996",0.3,"SPI DJF","SPI 3","Guija","10","Leve"
"1997",0.36,"SPI DJF","SPI 3","Guija","10","Leve"
"1998",0.04,"SPI DJF","SPI 3","Guija","10","Leve"
"1999",0.17,"SPI DJF","SPI 3","Guija","10","Leve"
"2000",0.22,"SPI DJF","SPI 3","Guija","10","Leve"
"2001",0.29,"SPI DJF","SPI 3","Guija","10","Leve"
"2002",0.5,"SPI DJF","SPI 3","Guija","10","Leve"
"2003",0.18,"SPI DJF","SPI 3","Guija","10","Leve"
"2004",0.2,"SPI DJF","SPI 3","Guija","10","Leve"
"2005",0.16,"SPI DJF","SPI 3","Guija","10","Leve"
"2006",0.32,"SPI DJF","SPI 3","Guija","10","Leve"
"2007",0.23,"SPI DJF","SPI 3","Guija","10","Leve"
"2008",0.1,"SPI DJF","SPI 3","Guija","10","Leve"
"2009",0.31,"SPI DJF","SPI 3","Guija","10","Leve"
"2010",0.16,"SPI DJF","SPI 3","Guija","10","Leve"
"2011",0.22,"SPI DJF","SPI 3","Guija","10","Leve"
"2012",0.28,"SPI DJF","SPI 3","Guija","10","Leve"
"2013",0.15,"SPI DJF","SPI 3","Guija","10","Leve"
"2014",0.3,"SPI DJF","SPI 3","Guija","10","Leve"
"2015",0.68,"SPI DJF","SPI 3","Guija","10","Leve"
"2016",0.2,"SPI DJF","SPI 3","Guija","10","Leve"
"2017",0.24,"SPI DJF","SPI 3","Guija","10","Leve"
"2018",0.27,"SPI DJF","SPI 3","Guija","10","Leve"
"2019",0.34,"SPI DJF","SPI 3","Guija","10","Leve"
"2020",0.42,"SPI DJF","SPI 3","Guija","10","Leve"
"1993",0.2,"SPI DJF","SPI 3","Changara","10","Leve"
"1994",0.28,"SPI DJF","SPI 3","Changara","10","Leve"
"1995",0.12,"SPI DJF","SPI 3","Changara","10","Leve"
"1996",0.23,"SPI DJF","SPI 3","Changara","10","Leve"
"1997",0.24,"SPI DJF","SPI 3","Changara","10","Leve"
"1998",0.06,"SPI DJF","SPI 3","Changara","10","Leve"
"1999",0.09,"SPI DJF","SPI 3","Changara","10","Leve"
"2000",0.24,"SPI DJF","SPI 3","Changara","10","Leve"
"2001",0.33,"SPI DJF","SPI 3","Changara","10","Leve"
"2002",0.47,"SPI DJF","SPI 3","Changara","10","Leve"
"2003",0.28,"SPI DJF","SPI 3","Changara","10","Leve"
"2004",0.16,"SPI DJF","SPI 3","Changara","10","Leve"
"2005",0.11,"SPI DJF","SPI 3","Changara","10","Leve"
"2006",0.3,"SPI DJF","SPI 3","Changara","10","Leve"
"2007",0.16,"SPI DJF","SPI 3","Changara","10","Leve"
"2008",0.12,"SPI DJF","SPI 3","Changara","10","Leve"
"2009",0.46,"SPI DJF","SPI 3","Changara","10","Leve"
"2010",0.2,"SPI DJF","SPI 3","Changara","10","Leve"
"2011",0.24,"SPI DJF","SPI 3","Changara","10","Leve"
"2012",0.32,"SPI DJF","SPI 3","Changara","10","Leve"
"2013",0.14,"SPI DJF","SPI 3","Changara","10","Leve"
"2014",0.33,"SPI DJF","SPI 3","Changara","10","Leve"
"2015",0.39,"SPI DJF","SPI 3","Changara","10","Leve"
"2016",0.21,"SPI DJF","SPI 3","Changara","10","Leve"
"2017",0.24,"SPI DJF","SPI 3","Changara","10","Leve"
"2018",0.27,"SPI DJF","SPI 3","Changara","10","Leve"
"2019",0.22,"SPI DJF","SPI 3","Changara","10","Leve"
"2020",0.21,"SPI DJF","SPI 3","Changara","10","Leve"
"1993",0.2,"SPI DJF","SPI 3","Marara","10","Leve"
"1994",0.32,"SPI DJF","SPI 3","Marara","10","Leve"
"1995",0.09,"SPI DJF","SPI 3","Marara","10","Leve"
"1996",0.24,"SPI DJF","SPI 3","Marara","10","Leve"
"1997",0.21,"SPI DJF","SPI 3","Marara","10","Leve"
"1998",0.08,"SPI DJF","SPI 3","Marara","10","Leve"
"1999",0.11,"SPI DJF","SPI 3","Marara","10","Leve"
"2000",0.21,"SPI DJF","SPI 3","Marara","10","Leve"
"2001",0.31,"SPI DJF","SPI 3","Marara","10","Leve"
"2002",0.48,"SPI DJF","SPI 3","Marara","10","Leve"
"2003",0.28,"SPI DJF","SPI 3","Marara","10","Leve"
"2004",0.15,"SPI DJF","SPI 3","Marara","10","Leve"
"2005",0.17,"SPI DJF","SPI 3","Marara","10","Leve"
"2006",0.27,"SPI DJF","SPI 3","Marara","10","Leve"
"2007",0.12,"SPI DJF","SPI 3","Marara","10","Leve"
"2008",0.07,"SPI DJF","SPI 3","Marara","10","Leve"
"2009",0.43,"SPI DJF","SPI 3","Marara","10","Leve"
"2010",0.16,"SPI DJF","SPI 3","Marara","10","Leve"
"2011",0.2,"SPI DJF","SPI 3","Marara","10","Leve"
"2012",0.33,"SPI DJF","SPI 3","Marara","10","Leve"
"2013",0.16,"SPI DJF","SPI 3","Marara","10","Leve"
"2014",0.32,"SPI DJF","SPI 3","Marara","10","Leve"
"2015",0.36,"SPI DJF","SPI 3","Marara","10","Leve"
"2016",0.17,"SPI DJF","SPI 3","Marara","10","Leve"
"2017",0.21,"SPI DJF","SPI 3","Marara","10","Leve"
"2018",0.31,"SPI DJF","SPI 3","Marara","10","Leve"
"2019",0.15,"SPI DJF","SPI 3","Marara","10","Leve"
"2020",0.2,"SPI DJF","SPI 3","Marara","10","Leve"
"1993",0.39,"SPI FM","SPI 2","Chibuto","10","Leve"
"1994",0.38,"SPI FM","SPI 2","Chibuto","10","Leve"
"1995",0.13,"SPI FM","SPI 2","Chibuto","10","Leve"
"1996",0.4,"SPI FM","SPI 2","Chibuto","10","Leve"
"1997",0.44,"SPI FM","SPI 2","Chibuto","10","Leve"
"1998",0.09,"SPI FM","SPI 2","Chibuto","10","Leve"
"1999",0.08,"SPI FM","SPI 2","Chibuto","10","Leve"
"2000",0.26,"SPI FM","SPI 2","Chibuto","10","Leve"
"2001",0.35,"SPI FM","SPI 2","Chibuto","10","Leve"
"2002",0.32,"SPI FM","SPI 2","Chibuto","10","Leve"
"2003",0.4,"SPI FM","SPI 2","Chibuto","10","Leve"
"2004",0.18,"SPI FM","SPI 2","Chibuto","10","Leve"
"2005",0.24,"SPI FM","SPI 2","Chibuto","10","Leve"
"2006",0.38,"SPI FM","SPI 2","Chibuto","10","Leve"
"2007",0.17,"SPI FM","SPI 2","Chibuto","10","Leve"
"2008",0.06,"SPI FM","SPI 2","Chibuto","10","Leve"
"2009",0.29,"SPI FM","SPI 2","Chibuto","10","Leve"
"2010",0.07,"SPI FM","SPI 2","Chibuto","10","Leve"
"2011",0.27,"SPI FM","SPI 2","Chibuto","10","Leve"
"2012",0.23,"SPI FM","SPI 2","Chibuto","10","Leve"
"2013",0.18,"SPI FM","SPI 2","Chibuto","10","Leve"
"2014",0.29,"SPI FM","SPI 2","Chibuto","10","Leve"
"2015",0.59,"SPI FM","SPI 2","Chibuto","10","Leve"
"2016",0.16,"SPI FM","SPI 2","Chibuto","10","Leve"
"2017",0.29,"SPI FM","SPI 2","Chibuto","10","Leve"
"2018",0.32,"SPI FM","SPI 2","Chibuto","10","Leve"
"2019",0.36,"SPI FM","SPI 2","Chibuto","10","Leve"
"2020",0.21,"SPI FM","SPI 2","Chibuto","10","Leve"
"1993",0.38,"SPI FM","SPI 2","Guija","10","Leve"
"1994",0.43,"SPI FM","SPI 2","Guija","10","Leve"
"1995",0.1,"SPI FM","SPI 2","Guija","10","Leve"
"1996",0.36,"SPI FM","SPI 2","Guija","10","Leve"
"1997",0.42,"SPI FM","SPI 2","Guija","10","Leve"
"1998",0.08,"SPI FM","SPI 2","Guija","10","Leve"
"1999",0.06,"SPI FM","SPI 2","Guija","10","Leve"
"2000",0.26,"SPI FM","SPI 2","Guija","10","Leve"
"2001",0.4,"SPI FM","SPI 2","Guija","10","Leve"
"2002",0.36,"SPI FM","SPI 2","Guija","10","Leve"
"2003",0.42,"SPI FM","SPI 2","Guija","10","Leve"
"2004",0.15,"SPI FM","SPI 2","Guija","10","Leve"
"2005",0.26,"SPI FM","SPI 2","Guija","10","Leve"
"2006",0.4,"SPI FM","SPI 2","Guija","10","Leve"
"2007",0.1,"SPI FM","SPI 2","Guija","10","Leve"
"2008",0.01,"SPI FM","SPI 2","Guija","10","Leve"
"2009",0.3,"SPI FM","SPI 2","Guija","10","Leve"
"2010",0.11,"SPI FM","SPI 2","Guija","10","Leve"
"2011",0.24,"SPI FM","SPI 2","Guija","10","Leve"
"2012",0.2,"SPI FM","SPI 2","Guija","10","Leve"
"2013",0.23,"SPI FM","SPI 2","Guija","10","Leve"
"2014",0.31,"SPI FM","SPI 2","Guija","10","Leve"
"2015",0.59,"SPI FM","SPI 2","Guija","10","Leve"
"2016",0.16,"SPI FM","SPI 2","Guija","10","Leve"
"2017",0.28,"SPI FM","SPI 2","Guija","10","Leve"
"2018",0.27,"SPI FM","SPI 2","Guija","10","Leve"
"2019",0.33,"SPI FM","SPI 2","Guija","10","Leve"
"2020",0.14,"SPI FM","SPI 2","Guija","10","Leve"
"1993",0.09,"SPI FM","SPI 2","Changara","10","Leve"
"1994",0.32,"SPI FM","SPI 2","Changara","10","Leve"
"1995",0.19,"SPI FM","SPI 2","Changara","10","Leve"
"1996",0.11,"SPI FM","SPI 2","Changara","10","Leve"
"1997",0.28,"SPI FM","SPI 2","Changara","10","Leve"
"1998",0.05,"SPI FM","SPI 2","Changara","10","Leve"
"1999",0.04,"SPI FM","SPI 2","Changara","10","Leve"
"2000",0.26,"SPI FM","SPI 2","Changara","10","Leve"
"2001",0.24,"SPI FM","SPI 2","Changara","10","Leve"
"2002",0.37,"SPI FM","SPI 2","Changara","10","Leve"
"2003",0.33,"SPI FM","SPI 2","Changara","10","Leve"
"2004",0.08,"SPI FM","SPI 2","Changara","10","Leve"
"2005",0.18,"SPI FM","SPI 2","Changara","10","Leve"
"2006",0.32,"SPI FM","SPI 2","Changara","10","Leve"
"2007",0.19,"SPI FM","SPI 2","Changara","10","Leve"
"2008",0.07,"SPI FM","SPI 2","Changara","10","Leve"
"2009",0.41,"SPI FM","SPI 2","Changara","10","Leve"
"2010",0.14,"SPI FM","SPI 2","Changara","10","Leve"
"2011",0.23,"SPI FM","SPI 2","Changara","10","Leve"
"2012",0.16,"SPI FM","SPI 2","Changara","10","Leve"
"2013",0.28,"SPI FM","SPI 2","Changara","10","Leve"
"2014",0.34,"SPI FM","SPI 2","Changara","10","Leve"
"2015",0.48,"SPI FM","SPI 2","Changara","10","Leve"
"2016",0.15,"SPI FM","SPI 2","Changara","10","Leve"
"2017",0.2,"SPI FM","SPI 2","Changara","10","Leve"
"2018",0.44,"SPI FM","SPI 2","Changara","10","Leve"
"2019",0.3,"SPI FM","SPI 2","Changara","10","Leve"
"2020",0.17,"SPI FM","SPI 2","Changara","10","Leve"
"1993",0.08,"SPI FM","SPI 2","Marara","10","Leve"
"1994",0.35,"SPI FM","SPI 2","Marara","10","Leve"
"1995",0.2,"SPI FM","SPI 2","Marara","10","Leve"
"1996",0.08,"SPI FM","SPI 2","Marara","10","Leve"
"1997",0.28,"SPI FM","SPI 2","Marara","10","Leve"
"1998",0.05,"SPI FM","SPI 2","Marara","10","Leve"
"1999",0.05,"SPI FM","SPI 2","Marara","10","Leve"
"2000",0.23,"SPI FM","SPI 2","Marara","10","Leve"
"2001",0.2,"SPI FM","SPI 2","Marara","10","Leve"
"2002",0.36,"SPI FM","SPI 2","Marara","10","Leve"
"2003",0.35,"SPI FM","SPI 2","Marara","10","Leve"
"2004",0.08,"SPI FM","SPI 2","Marara","10","Leve"
"2005",0.2,"SPI FM","SPI 2","Marara","10","Leve"
